neighbourhood_group,latitude,longitude,room_type,availability_365,minimum_nights,number_of_reviews,price
2,40.77441,-73.95692,1,0,1,1,100
1,40.68854,-73.97789,0,0,2,4,85
1,40.66799,-73.94776,0,326,28,29,100
1,40.68741,-73.92622,1,0,3,5,70
2,40.7305,-73.98416,0,0,1,1,150
2,40.73415,-73.99669,0,36,4,68,269
2,40.74221,-73.99669,0,0,3,1,269
2,40.80489,-73.94784,1,0,1,1,70
1,40.72971,-73.95834,1,0,7,2,135
2,40.80379,-73.96571,1,0,1,4,80
1,40.66799,-73.94822,0,0,1,3,90
2,40.7414,-73.99669,0,266,28,22,269
1,40.70866,-73.94122,1,364,4,7,70
2,40.76222,-73.99088,1,0,3,4,100
2,40.80111,-73.96539,1,197,1,70,75
2,40.80489,-73.9486,1,82,3,6,88
2,40.72184,-73.9868,1,0,3,1,100
3,40.76257,-73.91803,1,0,3,1,50
1,40.70126,-73.918,1,230,2,70,63
3,40.74447,-73.92547,1,0,1,1,50
2,40.70501,-73.99669,1,0,5,2,90
1,40.68237,-73.95257,0,0,2,10,85
1,40.68096,-73.95902,1,0,1,1,69
1,40.69218,-73.96127,1,20,2,32,90
1,40.6891,-73.93926,0,0,2,4,75
2,40.72966,-73.99669,0,0,2,1,150
1,40.66799,-73.97801,1,0,5,1,49
1,40.70492,-73.93832,1,0,3,1,70
2,40.80489,-73.96073,0,0,2,1,180
1,40.71621,-73.93984,1,0,12,2,65
1,40.66855,-73.92945,1,0,10,12,75
1,40.69695,-73.95951,1,240,1,70,60
2,40.73947,-73.98593,0,110,3,70,221
1,40.70985,-73.96923,0,330,2,39,269
2,40.78718,-73.97521,0,0,2,1,150
2,40.74926,-73.98201,0,98,28,2,250
2,40.74645,-73.9853,0,0,4,4,239
1,40.69588,-73.93944,0,363,28,5,105
1,40.71086,-73.96088,1,0,1,2,50
2,40.74005,-73.99669,1,0,3,4,75
1,40.66799,-73.99669,1,0,1,1,55
1,40.68357,-73.98285,0,0,1,40,108
2,40.72113,-73.99465,1,0,2,10,59
2,40.78128,-73.98184,0,0,2,3,149
1,40.70955,-73.95678,0,35,1,20,150
1,40.67042,-73.95677,0,154,2,27,119
2,40.80489,-73.95104,0,213,2,70,100
2,40.73363,-73.98545,1,0,1,1,79
1,40.67689,-73.94884,1,179,3,8,85
1,40.67053,-73.95136,1,0,1,1,49
2,40.72147,-73.98733,0,214,3,63,269
2,40.7246,-73.98953,0,0,1,1,269
1,40.71631,-73.96353,1,69,2,70,60
1,40.69565,-73.9711,1,0,1,1,90
1,40.67986,-73.9945,1,0,2,1,60
2,40.73337,-73.98524,0,331,28,5,200
2,40.80489,-73.94694,0,0,2,1,80
1,40.71692,-73.96353,1,83,2,70,60
1,40.72555,-73.94846,1,0,3,2,50
4,40.66799,-73.99669,1,172,3,23,69
1,40.68782,-73.98514,0,319,28,7,123
1,40.69457,-73.93889,1,0,1,1,49
2,40.75399,-73.96967,0,170,1,70,135
2,40.72316,-73.97706,0,0,2,9,269
2,40.7357,-73.98087,1,0,3,3,87
2,40.76425,-73.99162,1,254,1,70,99
1,40.67082,-73.9278,1,311,2,39,55
2,40.71987,-73.99436,0,0,5,9,225
1,40.71767,-73.96252,1,87,2,70,60
2,40.73039,-73.99669,0,0,4,1,250
2,40.75709,-73.96972,0,0,2,7,269
1,40.6898,-73.92989,1,206,20,23,49
2,40.74453,-73.99669,0,1,3,39,120
2,40.76312,-73.96624,1,351,1,70,89
2,40.80021,-73.96634,0,0,1,1,195
2,40.70623,-73.99669,0,72,2,52,150
2,40.75543,-73.99662,1,0,1,1,140
2,40.80156,-73.95128,0,0,3,2,240
1,40.68506,-73.93867,1,0,2,6,49
2,40.74086,-73.9803,0,0,1,1,67
2,40.80268,-73.969,0,10,4,11,140
1,40.69994,-73.92176,1,0,3,1,50
0,40.80247,-73.91435,0,299,2,70,90
1,40.71755,-73.96419,1,77,2,70,60
3,40.74365,-73.95377,0,21,1,70,138
2,40.80049,-73.96064,0,0,1,2,96
1,40.69533,-73.92053,1,244,2,70,109
1,40.68439,-73.95231,0,282,4,70,135
3,40.75793,-73.90959,0,134,28,7,58
2,40.79943,-73.968,1,0,1,2,65
2,40.80489,-73.94187,0,0,3,2,225
2,40.80009,-73.95313,0,0,3,1,130
1,40.71714,-73.96234,1,84,2,70,60
2,40.70518,-73.99669,1,0,2,1,80
1,40.7167,-73.95272,0,0,2,2,210
1,40.66921,-73.98813,0,0,6,28,269
2,40.74321,-73.98474,0,0,7,1,175
2,40.7468,-73.99669,0,0,1,6,175
2,40.80489,-73.93515,1,0,3,1,49
2,40.74716,-73.99669,0,0,3,2,250
1,40.71413,-73.95044,1,0,2,3,79
2,40.73428,-73.98521,0,0,3,1,269
1,40.71636,-73.96246,1,122,2,70,60
3,40.75837,-73.91387,0,224,28,61,100
1,40.66799,-73.99128,1,365,2,2,79
1,40.6923,-73.97123,0,292,3,66,269
1,40.71502,-73.96436,0,0,1,1,220
3,40.66799,-73.90781,1,90,2,70,200
2,40.77391,-73.94816,0,0,3,1,100
2,40.72395,-73.98001,0,0,2,25,150
2,40.76449,-73.9934,0,0,3,1,175
2,40.777,-73.97708,1,0,1,8,180
2,40.78888,-73.97723,0,0,1,1,150
2,40.80489,-73.94127,1,0,1,5,58
2,40.78938,-73.94679,0,56,7,3,140
1,40.71058,-73.95191,1,0,1,2,80
2,40.75995,-73.98617,0,0,15,5,100
2,40.73519,-73.99669,0,168,3,9,200
1,40.71139,-73.94176,0,0,11,11,175
2,40.73518,-73.98047,0,307,2,70,250
1,40.6869,-73.93074,1,76,2,22,74
1,40.71544,-73.96211,1,100,2,70,60
2,40.80356,-73.95666,1,0,1,2,60
3,40.76281,-73.91554,1,0,1,2,60
2,40.77098,-73.95965,0,157,2,5,150
2,40.71449,-73.987,1,0,2,1,70
2,40.70395,-73.99669,1,204,14,70,98
1,40.69143,-73.96079,1,12,4,21,108
2,40.71846,-73.98672,1,0,4,3,80
3,40.72172,-73.90781,0,219,3,45,60
1,40.70978,-73.95143,0,0,3,5,220
2,40.72578,-73.98236,0,1,5,16,140
2,40.7336,-73.99006,0,359,3,9,269
1,40.67308,-73.96336,0,0,2,1,120
2,40.75654,-73.98891,0,364,28,1,269
2,40.80489,-73.94984,1,0,2,3,49
1,40.68372,-73.91994,0,54,2,70,120
2,40.72686,-73.98743,1,0,5,10,69
1,40.68433,-73.95982,1,0,1,14,85
1,40.69919,-73.93818,1,128,2,70,75
1,40.66799,-73.96634,1,365,1,1,269
1,40.66799,-73.95689,1,0,2,3,60
2,40.76328,-73.99347,1,0,3,3,160
2,40.7699,-73.98985,1,0,1,1,120
2,40.71909,-73.99028,0,240,1,70,95
2,40.72304,-73.97696,0,0,1,1,180
1,40.71122,-73.95663,0,0,13,6,170
1,40.70098,-73.92674,1,0,14,1,49
1,40.67568,-73.95124,1,322,1,38,75
2,40.7695,-73.95115,1,0,1,1,100
1,40.69118,-73.95928,0,0,2,14,160
2,40.73243,-73.98692,1,98,2,70,96
2,40.80489,-73.9333,1,208,2,70,50
2,40.72521,-73.99669,0,0,5,8,145
1,40.69011,-73.98053,0,0,1,1,225
2,40.72131,-73.98541,0,0,3,1,100
1,40.6796,-73.93022,1,296,2,70,95
1,40.67702,-73.959,0,0,1,1,115
2,40.7393,-73.99609,0,0,1,1,215
1,40.71268,-73.96676,1,64,2,70,105
2,40.80489,-73.95565,1,0,1,1,75
1,40.68179,-73.92947,1,0,1,1,150
1,40.6937,-73.94962,1,0,6,10,49
1,40.69559,-73.92783,0,0,1,1,80
1,40.68279,-73.92135,0,6,2,11,120
3,40.76422,-73.93169,1,364,2,1,89
1,40.66799,-73.95891,0,0,3,20,130
2,40.71106,-73.99576,0,0,1,1,122
2,40.72157,-73.97861,1,0,7,42,71
1,40.66799,-73.96246,1,0,3,5,50
1,40.67973,-73.93058,1,288,2,70,72
1,40.66799,-73.97622,1,153,1,21,99
1,40.68129,-73.99426,0,0,1,2,110
2,40.76637,-73.95345,0,0,1,2,118
2,40.79025,-73.9482,1,0,1,5,75
2,40.73849,-73.99669,0,132,3,70,225
1,40.69881,-73.93057,1,188,1,2,80
0,40.80489,-73.90781,1,173,1,70,107
1,40.7187,-73.95606,0,178,26,9,269
1,40.68857,-73.97385,0,287,2,70,200
3,40.75712,-73.90781,1,283,2,25,49
2,40.74768,-73.99625,0,0,4,3,269
2,40.73523,-73.98668,1,344,2,53,160
1,40.68024,-73.97173,0,0,28,1,164
1,40.70649,-73.92954,1,0,2,2,89
1,40.68432,-73.93227,0,30,28,10,150
2,40.72775,-73.9863,1,0,2,1,100
1,40.66799,-73.99147,0,0,2,8,120
2,40.80489,-73.94219,1,365,1,10,73
2,40.80489,-73.9408,1,340,1,27,73
2,40.7044,-73.99669,0,0,1,1,200
1,40.67857,-73.99485,0,0,3,3,140
1,40.67323,-73.9619,0,0,2,4,125
1,40.66799,-73.9388,0,0,1,1,109
3,40.75403,-73.91814,0,0,1,9,140
1,40.69398,-73.9338,1,0,4,22,49
1,40.66799,-73.99669,0,0,1,1,135
2,40.76633,-73.98145,0,201,28,1,269
2,40.72251,-73.99669,1,0,1,1,50
2,40.72672,-73.97965,0,6,1,15,269
2,40.76885,-73.98631,0,195,3,68,165
1,40.70335,-73.92891,1,0,2,1,70
3,40.71111,-73.91689,1,36,10,8,52
2,40.74052,-73.99669,0,0,3,3,269
1,40.68935,-73.9127,1,0,1,1,49
1,40.66799,-73.90781,0,256,3,70,269
2,40.74192,-73.99669,1,111,3,70,135
3,40.76583,-73.92878,0,0,1,1,75
2,40.77285,-73.94715,1,0,1,1,110
1,40.73175,-73.95403,0,0,2,5,269
1,40.70158,-73.92724,1,324,1,22,100
3,40.75535,-73.92609,0,0,2,4,100
1,40.67603,-73.96941,0,0,4,2,135
2,40.76769,-73.95236,0,239,28,12,115
1,40.71147,-73.95312,0,0,6,2,150
2,40.80489,-73.94343,1,0,1,3,60
1,40.66799,-73.96048,0,342,2,70,99
2,40.80489,-73.95601,0,60,5,70,180
1,40.68426,-73.95669,0,0,5,11,95
1,40.6796,-73.96948,1,324,1,70,60
3,40.75959,-73.92439,0,0,1,2,100
2,40.74763,-73.9733,0,0,2,26,250
2,40.75091,-73.99414,2,0,1,1,200
1,40.6834,-73.98549,0,0,3,1,150
1,40.68817,-73.96852,0,0,3,3,145
1,40.72124,-73.95847,0,365,1,54,250
1,40.68502,-73.99306,0,196,2,8,150
2,40.74904,-73.99669,0,0,3,15,269
1,40.66799,-73.95985,1,0,3,14,83
1,40.71939,-73.94356,0,0,13,8,150
2,40.7566,-73.98329,0,264,3,70,269
1,40.71067,-73.96005,1,10,5,14,68
1,40.70227,-73.92362,1,0,2,1,50
1,40.6917,-73.96508,1,93,2,70,70
1,40.67705,-73.99607,1,0,1,3,65
1,40.68625,-73.93003,1,0,1,2,49
2,40.72913,-73.99669,1,0,1,32,75
1,40.71381,-73.93619,0,0,7,1,115
2,40.80489,-73.95172,1,347,2,70,65
1,40.71212,-73.95888,0,1,3,36,170
3,40.74583,-73.90781,0,341,1,1,269
1,40.66799,-73.93042,0,0,5,11,100
2,40.78129,-73.98572,2,0,2,7,65
1,40.67354,-73.96359,0,151,2,24,269
1,40.66799,-73.95622,0,0,7,1,65
1,40.69485,-73.96254,0,0,2,9,150
2,40.75014,-73.99069,0,0,6,17,250
2,40.74947,-73.98257,0,0,28,3,250
1,40.66799,-73.99669,0,308,1,70,65
3,40.74667,-73.92361,0,0,5,4,130
2,40.73221,-73.99669,0,0,3,19,269
1,40.66799,-73.95677,2,90,1,59,49
1,40.66799,-73.99669,0,0,10,2,80
2,40.80489,-73.93605,0,267,1,70,110
2,40.71608,-73.99425,1,0,4,12,72
1,40.73219,-73.95776,1,0,1,16,49
2,40.77569,-73.98028,0,0,1,3,250
2,40.70726,-73.99669,1,246,2,70,120
1,40.68318,-73.95002,0,83,1,33,240
2,40.80489,-73.94625,0,0,15,2,77
2,40.7331,-73.984,1,0,11,1,65
2,40.74921,-73.98445,0,0,7,17,185
2,40.74042,-73.99669,1,0,1,2,100
1,40.66827,-73.93255,1,0,1,1,50
1,40.69312,-73.9236,1,0,1,1,50
3,40.76189,-73.9225,1,0,14,1,90
1,40.7076,-73.94072,0,0,1,3,87
1,40.66948,-73.97797,1,0,1,6,49
2,40.80489,-73.93544,1,0,1,11,65
2,40.72126,-73.98482,0,0,1,70,109
2,40.7383,-73.99669,0,0,4,1,150
2,40.80189,-73.96962,1,157,1,39,152
1,40.67427,-73.96511,0,168,3,28,150
2,40.71555,-73.99298,0,87,3,30,269
3,40.74109,-73.91577,1,365,28,15,55
2,40.737,-73.99576,0,0,1,1,269
1,40.68973,-73.98563,1,0,10,1,70
1,40.7083,-73.95473,1,0,1,4,60
1,40.67874,-73.96842,0,0,1,1,150
1,40.67872,-73.98286,1,236,1,70,119
2,40.80489,-73.93509,0,0,1,3,74
2,40.72045,-73.99016,0,0,3,4,250
2,40.80083,-73.95584,1,365,1,22,250
2,40.79791,-73.96951,0,0,3,4,130
2,40.7484,-73.97298,1,0,1,1,200
2,40.80377,-73.96903,1,188,1,30,163
1,40.68581,-73.95218,0,0,3,2,125
1,40.71693,-73.94477,0,0,1,7,149
1,40.71848,-73.95834,0,158,4,54,135
2,40.74465,-73.99253,0,161,28,3,129
3,40.76762,-73.90781,0,210,3,70,87
1,40.72569,-73.95179,1,0,4,2,55
1,40.69758,-73.93417,2,0,5,70,54
2,40.72351,-73.98288,0,0,4,6,110
1,40.71062,-73.95274,0,0,1,3,250
2,40.75512,-73.96826,0,0,4,15,150
2,40.78451,-73.94939,0,0,1,1,150
1,40.70011,-73.92119,1,0,5,1,49
2,40.80025,-73.95519,0,0,3,32,269
1,40.71278,-73.96471,1,278,3,7,130
1,40.68929,-73.93079,1,59,1,70,79
1,40.68917,-73.92901,1,68,1,70,69
1,40.69003,-73.93085,1,67,1,70,79
2,40.80489,-73.93527,0,294,7,27,147
1,40.69022,-73.93077,1,26,1,70,79
1,40.68927,-73.93035,1,41,1,70,69
1,40.69702,-73.93167,1,353,2,67,70
1,40.68352,-73.96348,1,26,4,70,119
1,40.7052,-73.91549,1,340,1,70,49
1,40.69132,-73.93866,0,10,2,70,132
1,40.71549,-73.94712,0,331,28,8,155
1,40.6854,-73.96741,0,0,7,1,150
2,40.7354,-73.99669,0,0,2,10,179
2,40.80115,-73.96043,1,0,1,1,60
1,40.68667,-73.9676,0,100,2,15,104
1,40.66799,-73.95798,1,0,2,9,49
1,40.69955,-73.92225,1,0,3,1,90
2,40.71373,-73.98465,0,1,3,16,80
1,40.7079,-73.95598,1,307,2,70,89
1,40.69242,-73.96828,0,67,2,70,269
1,40.69715,-73.92865,0,0,25,2,85
1,40.70343,-73.92538,1,0,10,1,75
2,40.71743,-73.99372,1,200,6,70,59
1,40.70803,-73.94868,1,0,3,2,49
2,40.72731,-73.99669,0,247,3,70,269
1,40.684,-73.93227,0,17,3,60,269
1,40.66799,-73.93714,1,0,1,1,200
2,40.75513,-73.96446,0,13,4,20,180
1,40.71982,-73.94409,1,0,7,2,49
2,40.76145,-73.98556,0,365,28,1,203
2,40.7055,-73.99669,0,365,28,4,189
3,40.75644,-73.93486,0,66,3,70,195
2,40.80489,-73.94618,1,0,4,14,49
2,40.7795,-73.94778,0,0,7,1,57
1,40.70111,-73.92935,1,0,1,1,65
2,40.79985,-73.93836,2,0,28,1,49
1,40.72218,-73.93894,0,30,4,18,140
1,40.69542,-73.93258,1,4,2,5,65
2,40.77343,-73.95651,0,0,1,1,118
2,40.75989,-73.989,2,306,1,70,250
2,40.74475,-73.98512,2,0,5,32,55
2,40.76511,-73.96555,0,316,28,9,155
3,40.74674,-73.91881,0,364,3,1,250
1,40.67811,-73.97126,1,290,1,70,85
2,40.79494,-73.97221,0,0,1,2,168
1,40.66799,-73.98814,0,0,2,10,110
1,40.68274,-73.99669,0,0,2,2,125
1,40.68886,-73.97687,0,0,3,3,125
2,40.78856,-73.97368,1,0,1,1,115
2,40.71475,-73.99257,0,365,28,15,130
1,40.68334,-73.9847,1,0,7,1,64
2,40.75932,-73.96396,0,0,2,2,140
2,40.80489,-73.94552,0,99,7,70,165
2,40.73284,-73.98511,0,0,2,1,160
1,40.71061,-73.94971,1,125,1,40,70
3,40.74267,-73.90781,0,132,1,59,100
2,40.72873,-73.98399,0,0,2,2,225
3,40.768,-73.92429,0,159,2,13,70
1,40.7151,-73.96037,1,0,1,2,60
1,40.7027,-73.92811,0,0,1,2,120
1,40.7105,-73.94693,1,0,1,3,50
3,40.75526,-73.90781,1,328,1,70,75
3,40.75548,-73.90781,1,362,1,70,75
3,40.75547,-73.91867,1,361,15,12,49
2,40.75165,-73.99669,0,280,28,9,225
2,40.7281,-73.98106,0,358,28,2,250
1,40.68285,-73.93961,0,121,3,70,125
2,40.75245,-73.98442,0,0,1,3,170
2,40.77887,-73.95406,1,360,4,70,110
2,40.76777,-73.96393,0,0,7,1,269
2,40.74553,-73.97302,1,25,6,5,100
1,40.70788,-73.9426,1,0,10,3,50
2,40.73319,-73.99669,0,262,3,47,205
2,40.80489,-73.94704,1,0,2,1,49
1,40.7124,-73.96314,0,77,3,17,90
1,40.66799,-73.98019,1,0,1,1,49
2,40.80266,-73.96465,1,0,1,1,88
2,40.72573,-73.97926,0,0,3,5,129
2,40.73845,-73.9795,0,0,3,2,165
1,40.68499,-73.93918,0,13,7,14,103
1,40.66799,-73.94988,0,307,2,70,97
2,40.76205,-73.9845,1,0,1,8,49
2,40.76127,-73.99181,0,261,4,55,245
3,40.70136,-73.90781,1,0,1,4,52
1,40.68041,-73.92972,0,0,1,1,269
2,40.78143,-73.98638,0,0,3,1,120
1,40.6795,-73.90899,1,0,7,1,49
2,40.70517,-73.99669,0,0,3,1,269
1,40.68967,-73.98664,0,0,3,1,150
2,40.80489,-73.94408,1,0,3,5,62
2,40.72777,-73.98545,0,0,1,1,195
2,40.74318,-73.99669,0,0,1,6,129
1,40.66799,-73.98257,0,0,2,10,175
3,40.77433,-73.91734,1,303,4,32,80
1,40.67658,-73.95786,0,0,3,14,90
1,40.70939,-73.95155,1,0,4,1,77
1,40.69867,-73.91134,0,202,28,51,120
1,40.71248,-73.96379,1,0,1,5,90
1,40.68355,-73.94129,0,0,2,1,180
1,40.66799,-73.96177,0,43,28,43,100
2,40.71826,-73.99199,0,37,3,70,159
2,40.72995,-73.98135,0,247,1,70,200
2,40.7146,-73.98423,1,0,3,5,89
2,40.72845,-73.97989,0,0,2,3,200
2,40.72528,-73.99669,1,0,2,5,72
2,40.71358,-73.98456,0,0,3,1,250
2,40.70956,-73.99669,0,43,28,6,165
2,40.72018,-73.99669,1,31,1,18,100
1,40.68742,-73.92198,1,0,1,1,90
2,40.71349,-73.98473,1,0,10,8,90
2,40.75249,-73.96866,0,0,4,3,120
2,40.79877,-73.96259,0,6,3,70,185
2,40.71977,-73.98176,1,0,1,1,100
2,40.72362,-73.98519,0,0,5,1,120
2,40.78338,-73.95008,0,338,1,70,159
1,40.71697,-73.95919,1,0,1,19,70
1,40.68389,-73.95557,1,0,3,4,80
2,40.73921,-73.99669,0,0,2,3,220
1,40.66799,-73.96131,0,0,4,3,89
3,40.75535,-73.91397,0,157,7,2,135
2,40.79965,-73.95446,0,362,2,13,150
1,40.72176,-73.94393,0,235,2,70,165
3,40.77006,-73.90781,1,163,1,70,49
3,40.71036,-73.90781,1,0,2,24,50
2,40.78222,-73.94791,0,0,1,1,100
2,40.75849,-73.9907,0,161,2,1,200
3,40.76211,-73.92894,1,364,1,1,100
1,40.66799,-73.97947,0,0,1,1,81
2,40.80489,-73.93912,0,99,4,70,150
2,40.71343,-73.99532,1,0,2,3,60
2,40.77914,-73.94965,0,0,14,1,180
1,40.67797,-73.93967,0,142,5,70,239
1,40.66799,-73.99669,1,326,7,13,70
1,40.70128,-73.92666,1,0,2,7,49
2,40.80089,-73.95674,0,197,2,70,200
2,40.76641,-73.94561,2,0,1,1,49
1,40.68372,-73.95551,0,14,2,7,49
1,40.71519,-73.96174,0,170,4,1,269
1,40.6683,-73.94977,0,0,1,5,110
1,40.6682,-73.94927,1,0,14,1,65
2,40.73178,-73.98842,0,211,2,48,250
2,40.7066,-73.99669,1,0,1,2,120
2,40.76391,-73.95938,0,273,28,2,249
1,40.71288,-73.94137,1,0,2,2,80
2,40.75463,-73.97445,0,0,2,14,124
1,40.69262,-73.97245,0,0,3,2,175
1,40.70511,-73.91755,1,0,1,1,49
1,40.71321,-73.94099,1,0,1,1,60
1,40.68326,-73.99327,0,166,3,27,115
1,40.67697,-73.97069,0,0,7,11,99
3,40.74715,-73.91104,1,364,7,1,75
2,40.77569,-73.95202,0,0,7,3,140
2,40.80489,-73.94472,1,0,4,1,75
1,40.71596,-73.96215,1,104,2,70,60
3,40.74693,-73.90781,1,0,1,1,132
2,40.80489,-73.94708,1,263,2,11,120
2,40.80489,-73.94621,0,271,2,13,150
2,40.72095,-73.99669,0,0,3,1,269
2,40.7734,-73.95832,0,0,5,11,150
1,40.67889,-73.9481,1,0,14,9,49
1,40.68791,-73.97438,0,0,2,2,110
2,40.80214,-73.95325,1,0,6,1,65
1,40.71387,-73.95697,0,0,13,1,190
2,40.77795,-73.9825,0,0,2,1,125
2,40.77354,-73.98462,1,39,2,21,92
1,40.71468,-73.93774,0,3,2,1,100
1,40.68358,-73.90884,1,346,20,1,49
1,40.69352,-73.94376,0,0,5,9,269
2,40.72555,-73.97713,0,0,4,3,120
1,40.70788,-73.95106,1,0,5,1,60
2,40.79505,-73.93925,0,0,3,24,175
1,40.68989,-73.92128,0,103,2,70,200
2,40.72504,-73.97905,0,270,1,70,180
2,40.76365,-73.98484,1,0,1,1,155
1,40.71887,-73.96069,0,0,1,1,120
1,40.678,-73.97118,1,293,1,70,60
2,40.74513,-73.99669,1,80,3,70,95
1,40.73266,-73.95841,1,0,3,1,80
1,40.68498,-73.93192,0,283,2,70,230
1,40.70015,-73.92693,1,0,2,1,49
3,40.70468,-73.90781,1,0,2,1,49
1,40.66799,-73.92706,2,238,2,7,95
1,40.67211,-73.94947,0,0,2,1,200
2,40.80489,-73.95402,1,101,2,34,49
1,40.68805,-73.95103,1,11,2,70,70
1,40.68971,-73.96695,1,365,1,20,199
2,40.80489,-73.93698,1,287,3,70,65
2,40.75383,-73.99536,0,9,28,4,190
2,40.72853,-73.99669,0,264,2,70,200
1,40.6766,-73.95987,0,0,3,21,75
1,40.71923,-73.95204,1,343,1,31,98
1,40.7043,-73.92719,1,206,2,70,120
1,40.66799,-73.92729,1,365,4,9,130
2,40.80489,-73.9392,0,89,1,1,250
2,40.72057,-73.97997,0,204,28,2,125
2,40.77832,-73.98069,0,0,2,1,225
1,40.6972,-73.92697,1,0,3,1,96
1,40.66799,-73.95408,1,89,5,4,55
2,40.80489,-73.93187,1,160,3,8,68
1,40.69017,-73.91291,1,0,15,1,49
3,40.7713,-73.92628,0,0,1,2,140
2,40.76016,-73.98929,0,0,4,5,160
1,40.70828,-73.95246,1,0,7,1,77
1,40.72784,-73.94937,1,0,1,1,90
2,40.71868,-73.99036,0,0,13,1,208
2,40.72765,-73.98634,0,0,3,70,215
2,40.80204,-73.95794,1,79,2,21,100
2,40.80489,-73.93108,1,0,2,9,49
3,40.72194,-73.91138,1,176,1,70,59
0,40.80489,-73.90781,0,153,2,44,269
1,40.69836,-73.93521,0,293,1,70,98
2,40.73618,-73.99669,1,0,1,1,109
1,40.68167,-73.92525,1,333,3,13,69
3,40.75363,-73.93463,1,0,3,1,80
1,40.67791,-73.95337,0,0,3,1,80
1,40.67065,-73.91643,1,158,1,45,49
1,40.66799,-73.9763,1,37,2,7,70
2,40.73418,-73.99669,0,0,3,70,194
2,40.72255,-73.97813,1,8,5,70,90
1,40.67115,-73.91621,1,33,1,70,49
1,40.71219,-73.95623,1,151,2,70,85
4,40.66799,-73.99669,0,0,2,4,269
2,40.80489,-73.9467,1,259,1,70,49
1,40.68178,-73.94179,0,0,2,1,200
2,40.72847,-73.99302,0,54,2,31,269
1,40.70299,-73.92648,1,0,1,4,50
1,40.66799,-73.99669,0,0,1,1,100
1,40.67743,-73.95523,0,365,4,61,150
1,40.6938,-73.92562,0,269,5,70,100
1,40.66826,-73.98223,0,282,28,26,85
2,40.72681,-73.99669,0,0,1,70,240
2,40.74123,-73.97731,0,0,7,2,135
2,40.78086,-73.94974,0,0,14,3,135
0,40.80489,-73.90781,1,179,1,3,79
2,40.72305,-73.98834,1,0,2,10,150
1,40.68137,-73.94233,1,307,4,70,139
1,40.68632,-73.95093,1,0,2,2,49
1,40.69579,-73.98296,1,0,4,65,100
3,40.76599,-73.91777,1,0,3,1,75
3,40.70995,-73.90959,0,0,4,6,170
2,40.80489,-73.94769,1,188,2,57,70
2,40.72409,-73.99669,1,276,3,70,199
1,40.67073,-73.91799,1,159,1,62,49
1,40.67112,-73.91685,1,33,1,70,49
2,40.78987,-73.94883,1,325,2,13,75
1,40.66799,-73.97704,0,65,20,30,99
3,40.75748,-73.91221,1,61,15,15,100
1,40.6869,-73.99669,0,135,3,38,225
1,40.69449,-73.99669,1,231,2,70,99
1,40.67804,-73.90997,0,48,9,7,269
1,40.69487,-73.93884,1,266,28,6,67
2,40.80489,-73.9486,1,362,3,18,180
2,40.79927,-73.96235,1,263,1,70,100
2,40.80489,-73.93787,0,1,3,8,125
3,40.76086,-73.92604,0,0,3,25,85
2,40.77001,-73.95691,1,0,2,3,175
0,40.80489,-73.90781,1,123,5,17,65
1,40.66799,-73.99268,1,90,2,6,52
2,40.80489,-73.928,0,0,3,3,85
4,40.66799,-73.99669,1,325,1,70,99
1,40.66799,-73.92591,1,364,4,3,130
2,40.76128,-73.99617,0,37,2,39,189
1,40.68223,-73.9269,0,0,2,16,121
1,40.70309,-73.94788,1,363,1,4,150
2,40.7579,-73.96243,0,0,1,1,170
2,40.76039,-73.99002,1,0,2,11,70
2,40.79512,-73.97479,1,0,5,1,80
2,40.80489,-73.96185,0,0,7,1,186
2,40.72824,-73.97543,0,0,3,11,174
2,40.71413,-73.9864,1,0,1,5,89
2,40.72749,-73.98894,1,0,3,4,109
1,40.72788,-73.95408,0,0,4,26,100
1,40.71078,-73.94061,1,0,5,5,80
1,40.66799,-73.96421,1,292,7,16,49
1,40.72373,-73.94537,0,0,5,1,120
2,40.73435,-73.99669,0,0,8,23,230
1,40.66799,-73.95612,2,342,1,70,49
2,40.7241,-73.97992,0,0,3,1,269
1,40.67835,-73.97074,0,105,2,70,125
2,40.72948,-73.98664,0,0,2,1,149
0,40.80489,-73.90781,1,0,4,40,63
1,40.66799,-73.99669,0,0,3,6,60
2,40.80489,-73.9379,1,341,3,17,57
1,40.68635,-73.95893,0,304,2,59,160
1,40.7124,-73.96259,0,0,1,10,164
1,40.66916,-73.95288,0,365,2,10,250
2,40.80489,-73.96377,0,102,5,29,194
2,40.70698,-73.99669,0,0,10,1,140
1,40.66889,-73.93045,0,172,3,70,205
1,40.66799,-73.92619,1,365,4,5,129
1,40.70948,-73.94081,0,188,4,1,250
2,40.76502,-73.98198,1,0,6,1,269
2,40.73637,-73.99669,0,0,2,16,150
1,40.68537,-73.90781,0,256,3,70,75
1,40.66799,-73.95417,2,351,1,70,49
1,40.71525,-73.94742,1,0,2,9,65
2,40.76096,-73.95964,0,0,1,13,250
1,40.7347,-73.95727,2,0,1,1,185
2,40.73105,-73.99669,0,0,2,10,269
3,40.73633,-73.92641,0,234,1,70,125
3,40.77188,-73.91555,1,87,1,5,175
1,40.67173,-73.98303,0,338,3,70,269
2,40.76483,-73.95801,0,273,28,1,249
2,40.76137,-73.96042,0,365,28,3,199
2,40.73858,-73.98882,0,0,4,2,180
1,40.66799,-73.92526,1,116,3,34,60
1,40.70866,-73.94116,1,0,7,2,55
